"BehaviorSpace results (NetLogo 6.0.4)"
"/scratch/ws/0/s1426633-CAL/IPS-SPREADS-2-4-SA.nlogo"
"A"
"02/03/2021 15:32:07:854 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","300","0","300"
"[run number]","seed","path-to-input","generations","[step]","perceptdist","moveangle","diffusionrate","swarming","winddirection","windspeed","meanenergy","beetle_percentsucc1","max_flightdist_inf1","max_distance_host1","mean_flightdist_inf1","mean_distance_host1","max_flightdist_all1","mean_flightdist_all1","mean_traveldist1","max_traveldist1","mean_airline1","max_airline1","nhost1"
"36","17","input/A/","1","10804","2.2","42.3","4","46","88","4.4","11.8","3.027158726353914","3460","95","255.87","54.5","5520","341.7552716225088","462.9306153303223","8064.459703670156","182.48031592962155","1844.4667420929202","9"
"43","17","input/A/","1","12077","4","58.1","11","54","38.2","2.3","10.8","0.7199098638787355","1085","29.15","115.1","25.76","2480","167.08857285822626","279.9255335563817","3803.764226762362","119.76337849558512","955.3033010406316","2"
"38","17","input/A/","1","3182","2.3","29.2","2","7","196.6","4.1","9.5","35.16259630855364","3030","176.78","49.92","34.06","4275","230.16300807794084","346.1038678839401","6666.641163439863","198.5413675910683","1883.8538529086543","125"
"48","17","input/A/","1","9392","1.4","65.2","1","41","15.6","3.2","6.8","30.83256701344687","815","35.36","21.33","8.86","1475","52.50217623939288","90.83455271254834","2439.4352659738515","45.688704949435646","710.1617674959768","74"
"45","17","input/A/","1","8890","0.5","23.2","2","38","340.6","2.1","14","0","0","0","0","0","5185","195.16857963872513","372.9513201975926","9655.616876010998","187.58904741834704","1574.692156048185","0"
"46","17","input/A/","1","6050","1.8","34.1","8","23","117.9","3.4","7.9","44.5980934351085","2300","215.87","39.76","13.48","3190","113.76279202675664","192.0198926295309","5406.880280418854","110.21181367014816","1892.8577770010986","129"
"41","17","input/A/","1","5154","4.8","25.9","18","18","223.9","0.1","10","10.213327835699278","2680","171.17","90.82","58.25","4665","331.13522639295724","525.3588141408866","7676.400503406807","314.9372736430973","1813.3783187403214","20"
"51","17","input/A/","1","10664","0.5","75.7","18","47","3.6","2.2","12.7","0","0","0","0","0","2920","184.97788603977398","290.1296923963128","4326.911147803703","113.7991557314387","798.0764843965466","0"
"39","17","input/A/","1","4519","2.5","79.8","12","15","153.5","4.9","12.8","25.050941143763595","2350","395.03","209.39","140.65","4875","367.02879375172245","609.7692360236282","7024.701577071401","257.01540104040583","1903.7541889683882","62"
"53","17","input/A/","1","5491","3.8","82.5","19","21","33","1.5","12.5","9.536094717203039","1515","137.93","145.02","72.91","2355","163.71266303861444","256.2024089304988","3402.5940375716063","99.20474820585214","762.7625331834824","21"
"42","17","input/A/","1","12655","3.9","73.3","17","55","163.4","0.6","10","5.4915976719403226","2828.21","55.23","110.55","24.81","5360","400.93715715362885","562.9136470878841","7313.451671044641","197.03737181005482","1886.3384571526265","10"
"47","17","input/A/","1","5968","5.2","22.2","13","22","323.8","1.1","11.7","6.350286626704708","3180","140","236.99","51","4435","265.47668222818595","433.14947122566076","6822.91035870467","227.04748201257726","1667.599807771235","16"
"44","17","input/A/","1","9449","5.8","54.4","4","38","232.9","3.4","10.2","3.127815804218259","2035","43.01","72.04","20.43","5495","410.24695277992987","578.901737161375","7417.690534888914","241.81632199363688","1798.7596992111357","4"
"52","17","input/A/","1","5902","5","32.5","9","22","322.7","0.3","10.8","6.512086747114101","3275","70.71","182.66","34.61","4360","249.91805420625965","384.3507688598145","6205.684198676149","191.38450299246063","1671.5976728853705","19"
"55","17","input/A/","1","6565","4.1","32.3","5","25","64.6","1.6","8.6","27.733999017842525","3150","65.19","53.34","14.78","3290","136.91469333315578","201.3318608514441","5069.766623844588","105.78229896813825","1524.2722041316765","78"
"50","17","input/A/","1","5232","3.8","87.3","20","19","218","5.5","10.9","17.412215288407445","790","203.04","81.64","49.32","3135","312.78373057974284","700.0472449057104","5602.860851471682","399.8738427058636","1803.410649835081","35"
"49","17","input/A/","1","5024","5.1","43.8","1","17","113.7","1.8","12.2","19.390184243808502","3205","243.31","204.13","56.38","4750","303.785325940239","453.3100371708551","7426.1112884882605","200.28433990505926","1896.927044002359","65"
"56","17","input/A/","1","9262","5.8","2","23","38","79.3","1","11.8","11.45440485981186","4411.87","206.16","201.66","59.77","6095","230.36081819310533","428.1117770689945","12014.070184573815","231.49305999452568","1694.9503034665654","32"
"64","17","input/A/","1","7201","2","6","4","29","335","3.8","6","43.022726528473655","1385","15.81","18.81","8.93","3315","59.35515459316059","88.67523541772655","6522.710466949111","57.6234461490743","1747.809492494681","107"
"58","17","input/A/","1","10448","1.4","2.9","13","46","308.9","1.4","8.1","12.05708225111068","1545","15.81","20.11","7.96","2600","222.96158570317698","265.65794793565425","3326.681453348262","219.96374752720467","1895.6655680498532","14"
"57","17","input/A/","1","5676","2.9","14.7","3","21","177.9","2.9","8.6","23.3597219287426","2725","72.8","30.33","12.56","3875","240.78187735855016","359.74567635722195","6851.807877589126","247.82146548926642","1896.4330114788495","58"
"54","17","input/A/","1","12394","2","72.3","1","52","346.3","1.5","11.7","3.248602381685793","4460","55.23","207.31","27.61","7585","411.65649720476335","423.75573336940704","8000.649561475285","114.9979040244648","1500.4528993242593","6"
"59","17","input/A/","1","5142","6","29.6","13","18","49.2","5.3","8.9","22.643053019444608","3475","70","46.72","18.62","4325","176.87407125279213","230.18578043240342","5923.483065368575","117.09445235436087","1618.1072391186894","43"
"63","17","input/A/","1","7677","4.8","52.9","21","31","102.2","3","10.8","13.046376597957563","2010","134.63","112.12","29.02","2585","237.20774746774288","457.33341465184526","4804.070345386923","235.02634048452114","1724.4057636692867","25"
"62","17","input/A/","1","7012","2","75.8","12","27","242.7","3.7","9.3","24.97041652550071","2655","75","50.05","14.99","4725","258.6603325895403","401.9074560306512","6804.465185322989","171.90346148072496","1780.1226220548049","55"
"66","17","input/A/","1","5378","4.7","35.8","14","20","68.3","3.8","10.7","20.46186579378069","2249.26","93.01","115.18","30.57","3490","170.03808705673657","285.3768185888754","5760.579963298087","141.62105046107132","1405.397537753855","58"
"61","17","input/A/","1","9681","5.5","51.6","8","40","345.1","2.8","8.8","13.077351323028557","3745","25","39.63","10.17","5395","235.94270534567698","257.1888127248909","6027.242234647319","107.75183531409262","1546.6858864329085","20"
"68","17","input/A/","1","7615","0.5","68.3","19","32","330.2","1","9","20.901566918001883","2205","60.21","38.43","12.67","2845","126.30247929387325","213.22954764169506","4194.098535521892","101.24474132636456","1310.4343608298373","38"
"65","17","input/A/","1","8788","1.2","75.4","11","35","17.6","0.2","12","7.736306588239149","4610","93.01","224","48.5","5335","273.3143229719851","336.1694067255256","6275.7336736273555","97.18360190182194","1086.3300158970146","19"
"70","17","input/A/","1","10485","1.7","22.2","5","46","79","5","8.3","21.850937306061873","2005","58.31","47","12.61","3285","122.33963555413746","233.16253761871428","6014.216995717584","138.62109216655233","1572.714357554246","51"
"74","17","input/A/","1","7231","4","73.8","23","30","55.7","2.8","6.5","48.37634144343409","1345","30","24.84","9.63","2265","51.67399848976926","76.47947241828815","3166.5736169154","35.812143749789264","942.8771250391462","127"
"60","17","input/A/","1","3558","3.3","46.2","17","9","215.9","1.3","12","18.81708033040768","2483.04","528.51","139.72","103.09","4315","344.6352782598223","708.8823006921664","7387.070781981602","405.29644469733086","1814.5800902411024","62"
"73","17","input/A/","1","10537","4.8","82.2","3","47","356.3","2.4","10.5","1.5300336912206185","1180","80.78","69.15","34.55","2650","149.69227931958375","249.68156566583838","4042.5010170807695","106.56898735318359","807.7214227674956","3"
"71","17","input/A/","1","6535","0.6","21.5","4","25","41.9","5","11.7","8.754788017678834","3085","217.08","275.61","59.6","4650","218.03686364380422","346.61857878285593","7905.974269405995","164.70951682681562","1433.9912400559106","29"
"72","17","input/A/","1","8902","3.4","65","0","38","303.1","1","12.6","3.064741789729257","3145","86.02","264.48","45.54","3660","268.3014167898112","493.82284437604824","6156.857625954128","242.78700857982943","1583.2788226011096","9"
"76","17","input/A/","1","4054","5.6","49.5","12","12","208.7","4.1","6.7","62.002558364740366","2592.41","30","22.97","10.32","5275","67.98218484080955","71.88101528039739","5809.404034711657","41.16552638689634","1419.4850709737111","185"
"75","17","input/A/","1","9614","4.1","58.8","14","40","55.6","0.3","10.7","6.053838092742992","2809.61","55.23","139.04","27.95","4800","274.913121910816","340.41653386016844","6112.927145824388","115.05095000592584","1381.8853640601315","11"
"77","17","input/A/","1","10140","4.2","3.7","22","42","311.6","3.6","13.1","5.579557532574893","3175","86.02","224.41","55.07","6195","256.15421356153087","538.6404160324943","11992.923745821488","306.8278141860198","1644.52949259903","11"
"69","17","input/A/","1","5035","4.5","8.6","0","18","221.6","4.8","11.5","1.8934113473784795","2045","176.78","334.21","154.31","4290","383.4017756049034","557.4188336284058","6854.736482010392","429.6019408483224","1891.3859711864948","6"
"67","17","input/A/","1","9904","4.5","60.1","4","41","131.4","1.6","12.7","0.4090675550523115","3130","7.07","246.08","6.04","5840","506.30299118093376","678.2150727701277","7886.588946932343","224.18773264853544","1900.0362498980635","2"
"78","17","input/A/","1","6011","3.5","10","13","23","242.5","3.2","10","8.632602226891375","2800","232.65","149.59","90.94","4570","291.61993392460084","528.5752532482126","8696.018982129724","378.75655051920177","1816.8620680417744","17"
"81","17","input/A/","1","9311","3.2","66.9","1","40","103.9","3","12.5","4.313269583442494","2250","170","364.05","149.77","3070","336.88493908828923","620.9761535079326","5325.517387636044","294.49093763919257","1642.614105826115","9"
"86","17","input/A/","1","6124","5","86.3","10","25","347","4.2","9.3","30.31379931248977","1380","85.44","48.45","32.01","2125","84.62121004217735","158.23965396291226","3236.1931062832573","79.26946411679963","804.4412638952973","71"
"79","17","input/A/","1","12497","2.1","50.4","17","54","198.6","3.8","9.1","3.920855769104796","2040","15.81","46.33","10.92","5130","391.69853091396186","564.8338043428596","7615.2092512354475","244.80742949526015","1805.7353381513733","4"
"80","17","input/A/","1","10284","0.2","14.9","9","44","251.5","2.7","11.4","0.8840385119203563","3600","165.53","465.92","163.39","4610","356.5798651707929","602.5541429876431","8081.04178105832","403.1157557904911","1816.0883074251528","2"
"85","17","input/A/","1","11714","1.8","20.1","14","51","340.8","1.3","13.8","1.3802965008574644","2810","55.23","334.82","38.87","4985","235.6931242468181","418.76592700050736","9394.558480815305","203.61979092279034","1580.1468697666019","4"
"83","17","input/A/","1","12046","3.6","73.1","14","53","110.5","1.8","8.9","18.978526778033576","2440","25","58.6","9.08","3410","214.883864103589","371.83106908315585","5439.479017174722","169.96606304945615","1794.9174088200039","42"
"91","17","input/A/","1","7073","0.9","43.2","23","29","34.5","5","7.7","35.727641877067164","1310","50","29.58","11.81","2760","75.76116468632931","125.42569400245719","4195.1561173248265","64.45254714756632","979.0272822154066","91"
"87","17","input/A/","1","3682","3.8","60.4","23","11","32.3","1.7","10.6","34.79940151583285","3144.05","137.93","91.54","36.02","3530","140.80991094213843","189.31388777582475","4625.296502330519","75.24284548716471","985.300337945198","109"
"89","17","input/A/","1","4941","3.2","63","13","18","224.9","3.1","6.7","56.38805442657714","1326.52","35.36","23.07","10.55","3150","82.02487803989081","155.9101732411433","5067.7569026625715","88.64029435242921","1785.2502747559952","155"
"84","17","input/A/","1","9195","1.4","13.5","9","39","251.7","2.4","9.9","0","0","0","0","0","3775","338.20168893573083","369.175050757955","4150.073454334609","310.82834717458945","1886.5032821718137","0"
"92","17","input/A/","1","9342","2.9","33.7","2","40","28.6","3","8.3","18.875753209326696","1915","43.01","46.92","16.32","2950","127.14581190809702","197.00026908272335","4431.673813008102","96.58615307782263","1083.1773555238478","42"
"88","17","input/A/","1","6447","4.2","51.7","13","24","178.7","0.5","8.4","33.31122769787","1800","47.17","32.83","11.33","3855","211.4906618435843","399.0764563023128","5978.066093543375","213.50175963054505","1810.6149489877669","90"
"82","17","input/A/","1","5587","0.1","40.8","22","19","218.9","2.8","12","0.8729411149050853","2850","171.17","393.14","144.35","6005","476.10287981460954","634.1189781832246","7946.367724489465","285.9144058902625","1813.7335622313235","4"
"97","17","input/A/","1","11468","5.7","13.6","19","50","323.1","0.9","8.2","14.093996062992126","2335","50","37.84","14.9","3690","155.1085260165524","276.4019925321269","6331.902132398164","155.67011984107899","1644.0834410090235","19"
"94","17","input/A/","1","11449","1.9","13.7","21","48","27.4","2.6","10.5","1.0173045121663122","3165","161.94","314.41","74.8","4955","271.65769581479293","401.87298564724017","7998.084071215102","199.34916085538777","1679.5833423866761","3"
"90","17","input/A/","1","3845","5.4","26","10","11","350.1","0.1","13.1","5.522733404737182","3165","269.07","149.36","74.47","4730","179.6066436055939","323.9769615440718","8343.58198028947","159.4899653291076","1501.7917156829174","22"
"93","17","input/A/","1","3393","5.5","70.7","22","8","323","4.5","12.4","32.314074984634296","4275","155.08","133.69","42","4995","201.53222055005108","272.7701747177638","6682.581578596535","103.1909078248217","1571.452987165449","87"
"96","17","input/A/","1","7441","2.8","8","22","28","306.8","2.4","10.3","0.968206672996955","2000","30","59.81","30","5530","303.10181998577514","459.53497838739287","10936.337230357194","288.41446894321655","1816.0393516605186","1"
"98","17","input/A/","1","9150","0.8","62.7","8","38","98.2","2.3","12.2","4.8757032343044004","2965","134.63","209.88","37.48","4760","342.28817622058216","503.53380066008515","6686.391790125954","190.3573945663626","1741.902285826533","18"
"99","17","input/A/","1","6680","1.3","11.8","19","25","131.1","0.9","11.8","11.673596333278768","3745","702.57","259.39","129.97","4905","339.00962735931506","572.5983427288384","9392.719243400714","346.92833075877076","1901.855772676645","37"
"95","17","input/A/","1","4525","0.7","45.5","9","15","200.8","0.6","13.3","5.157729480449394","2720","985.05","239.44","250.67","3800","439.118504502255","1044.2839383854862","6874.022410488602","634.2836128911492","1805.81292155246","17"
"100","17","input/A/","1","5312","3.1","66.2","5","16","136.8","3.8","12.5","20.876966777495614","4980","111.8","211.3","46.39","6220","356.433419931492","405.55075077535344","7550.1524473585705","121.31962473653306","1881.556948555472","60"
